WELL,DEPT,GR,RHOB,NPHI,RT,VP,E_STAT,NU_STAT,UCS,IS_CORE,FACIES,VSH_TRUE,PHI_TRUE,PP_MPA,SV_MPA,SIG_EFF_MPA,E_DYN,NU_DYN,IS_HC
AGB-02,1077.0,93.37,2.0125,0.4649,0.566,1450.0,1.1178,0.3665,1.62,0,3,0.8256,0.4114,10.68,26.45,15.77,1.7241,0.416,0
AGB-02,1078.0,91.34,2.0341,0.4705,1.033,1450.0,1.1295,0.3753,1.79,0,3,0.9147,0.3897,10.69,26.475,15.784,1.7425,0.416,0
AGB-02,1079.0,92.49,2.0358,0.4491,0.411,1450.0,1.1305,0.3999,2.16,0,3,0.8706,0.3887,10.7,26.499,15.799,1.744,0.416,0
AGB-02,1080.0,98.24,2.0773,0.4335,1.508,1450.0,1.1529,0.3824,1.69,0,3,0.8958,0.3782,10.71,26.524,15.814,1.7795,0.416,0
AGB-02,1081.0,95.34,2.0059,0.4839,0.815,1450.0,1.1145,0.3708,1.37,0,3,0.89,0.4194,10.72,26.548,15.828,1.7184,0.416,0
AGB-02,1082.0,88.69,2.0774,0.3811,0.732,1450.0,1.1531,0.3722,1.96,0,3,0.7641,0.3503,10.73,26.573,15.843,1.7796,0.416,0
AGB-02,1083.0,99.89,2.0332,0.4765,1.148,1450.0,1.1294,0.3782,1.34,0,3,0.9354,0.3943,10.74,26.598,15.858,1.7418,0.416,0
AGB-02,1084.0,94.73,2.0407,0.4506,0.711,1450.0,1.1335,0.4006,1.66,0,3,0.8718,0.3795,10.75,26.622,15.872,1.7482,0.416,0
AGB-02,1085.0,94.08,1.9656,0.4903,0.765,1450.0,1.093,0.3929,1.16,0,3,0.8622,0.4277,10.76,26.647,15.887,1.6839,0.416,0
AGB-02,1086.0,98.1,2.0082,0.4714,0.492,1450.0,1.1161,0.402,1.58,0,3,0.869,0.4138,10.77,26.671,15.902,1.7203,0.416,0
AGB-02,1087.0,100.96,1.9702,0.4996,0.474,1450.0,1.0956,0.389,1.51,0,3,0.8571,0.4141,10.78,26.696,15.916,1.6878,0.416,0
AGB-02,1088.0,98.49,1.9879,0.4995,1.197,1450.0,1.1053,0.4025,1.4,0,3,0.9328,0.414,10.789,26.72,15.931,1.703,0.416,0
AGB-02,1089.0,87.87,1.9563,0.4967,0.595,1450.0,1.0883,0.387,1.47,0,3,0.8149,0.4286,10.799,26.745,15.945,1.6759,0.416,0
AGB-02,1090.0,93.65,2.024,0.4833,0.534,1450.0,1.125,0.3655,1.54,0,3,0.8414,0.3968,10.809,26.769,15.96,1.7339,0.416,0
AGB-02,1091.0,93.3,1.9899,0.4565,0.716,1450.0,1.1066,0.3826,1.44,0,3,0.8387,0.414,10.819,26.794,15.975,1.7047,0.416,0
AGB-02,1092.0,95.09,1.973,0.4893,0.853,1450.0,1.0975,0.3897,1.72,0,3,0.8722,0.4043,10.829,26.819,15.989,1.6902,0.416,0
AGB-02,1093.0,88.3,2.075,0.4234,0.576,1450.0,1.1528,0.3821,1.88,0,3,0.7581,0.3584,10.839,26.843,16.004,1.7776,0.416,0
AGB-02,1094.0,95.2,1.9982,0.4521,0.571,1450.0,1.1113,0.391,1.83,0,3,0.7936,0.4005,10.849,26.868,16.019,1.7117,0.416,0
AGB-02,1095.0,95.21,2.0193,0.5,0.743,1450.0,1.1228,0.3814,1.75,0,3,0.8837,0.3999,10.859,26.892,16.033,1.7298,0.416,0
AGB-02,1096.0,92.83,2.0222,0.4539,0.577,1450.0,1.1244,0.389,1.73,0,3,0.8497,0.3889,10.869,26.917,16.048,1.7323,0.416,0
AGB-02,1097.0,90.05,2.0073,0.5,0.573,1450.0,1.1165,0.3881,1.61,0,3,0.9045,0.4087,10.879,26.941,16.063,1.7196,0.416,0
AGB-02,1098.0,98.6,1.9939,0.4495,0.955,1450.0,1.1092,0.4034,1.91,0,3,0.9086,0.3881,10.889,26.966,16.077,1.7081,0.416,0
AGB-02,1099.0,94.67,2.0195,0.4656,0.491,1450.0,1.123,0.3821,1.35,0,3,0.8448,0.3991,10.899,26.99,16.092,1.73,0.416,0
AGB-02,1100.0,89.34,2.0145,0.4346,0.664,1450.0,1.1203,0.3936,1.53,0,3,0.8445,0.3954,10.908,27.015,16.107,1.7257,0.416,0
AGB-02,1101.0,89.58,2.0795,0.4386,0.571,1450.0,1.1555,0.3765,1.57,1,3,0.848,0.3681,10.918,27.04,16.121,1.7814,0.416,0
AGB-02,1102.0,90.92,2.0187,0.4606,0.787,1450.0,1.1226,0.3892,1.75,0,3,0.8884,0.3968,10.928,27.064,16.136,1.7294,0.416,0
AGB-02,1103.0,97.49,2.0221,0.4653,0.659,1450.0,1.1244,0.3848,1.79,0,3,0.8701,0.3823,10.938,27.089,16.15,1.7322,0.416,0
AGB-02,1104.0,91.81,2.0421,0.453,0.928,1450.0,1.1352,0.3725,1.56,0,3,0.8546,0.3826,10.948,27.113,16.165,1.7494,0.416,0
AGB-02,1105.0,99.93,2.0256,0.4876,0.855,1450.0,1.1262,0.3856,1.92,0,3,0.8525,0.398,10.958,27.138,16.18,1.7353,0.416,0
AGB-02,1106.0,90.16,2.035,0.4582,0.3,1450.0,1.1312,0.3872,1.54,0,3,0.7596,0.397,10.968,27.162,16.194,1.7433,0.416,0
AGB-02,1107.0,99.23,2.0386,0.458,1.148,1450.0,1.1331,0.3894,1.72,0,3,0.9052,0.3854,10.978,27.187,16.209,1.7464,0.416,0
AGB-02,1108.0,52.13,2.103,0.3466,0.306,2295.4,4.4486,0.2866,2.39,0,1,0.2995,0.3372,10.988,27.211,16.224,7.5703,0.3266,0
AGB-02,1109.0,46.81,2.0961,0.3537,0.38,2322.1,4.676,0.2843,2.92,0,1,0.2828,0.3343,10.998,27.236,16.238,8.0227,0.3152,0
AGB-02,1110.0,44.65,2.1402,0.3446,0.431,2513.9,5.4907,0.2951,3.2,0,1,0.2643,0.3166,11.008,27.261,16.253,9.7183,0.3113,0
AGB-02,1111.0,52.91,2.143,0.3388,0.549,2373.3,4.9466,0.2947,2.91,0,1,0.3117,0.3171,11.018,27.285,16.268,8.5738,0.315,0
AGB-02,1112.0,46.15,2.1287,0.3292,0.543,2416.2,5.249,0.2742,3.34,0,1,0.2433,0.3308,11.027,27.31,16.282,9.2049,0.301,0
AGB-02,1113.0,45.85,2.1557,0.3302,0.3,2669.5,5.5982,0.3134,2.53,0,1,0.2633,0.3178,11.037,27.334,16.297,9.9566,0.3406,0
AGB-02,1114.0,45.95,2.1309,0.3444,0.363,2297.8,5.0621,0.2698,2.47,0,1,0.2669,0.3257,11.047,27.359,16.312,8.8168,0.2792,0
AGB-02,1115.0,44.42,2.118,0.3236,0.321,2378.9,5.1041,0.2653,2.63,0,1,0.2486,0.3328,11.057,27.383,16.326,8.9058,0.2999,0
AGB-02,1116.0,45.3,2.1571,0.3535,0.32,2541.1,5.5197,0.3006,2.61,0,1,0.2626,0.3183,11.067,27.408,16.341,9.792,0.3182,0
AGB-02,1117.0,89.1,2.0165,0.4671,0.488,1450.0,1.1198,0.3707,1.74,0,3,0.816,0.3872,11.077,27.433,16.355,1.7274,0.416,0
AGB-02,1118.0,88.7,2.0481,0.4269,0.635,1450.0,1.1367,0.3784,1.81,0,3,0.8133,0.3735,11.087,27.457,16.37,1.7545,0.416,0
AGB-02,1119.0,100.36,1.9914,0.489,0.767,1450.0,1.1059,0.413,1.56,0,3,0.9143,0.4169,11.097,27.482,16.385,1.7059,0.416,0
AGB-02,1120.0,95.16,2.025,0.4665,0.94,1450.0,1.1238,0.4027,1.43,0,3,0.8591,0.4042,11.107,27.506,16.399,1.7347,0.416,0
AGB-02,1121.0,98.29,2.0421,0.4661,0.85,1450.0,1.1328,0.3884,1.71,0,3,0.918,0.3953,11.117,27.531,16.414,1.7494,0.416,0
AGB-02,1122.0,93.31,1.9573,0.4938,0.78,1450.0,1.0868,0.3905,1.41,0,3,0.8521,0.4275,11.127,27.555,16.429,1.6767,0.416,0
AGB-02,1123.0,92.63,2.0675,0.4381,0.508,1450.0,1.146,0.3971,1.93,0,3,0.8209,0.3666,11.137,27.58,16.443,1.7712,0.416,0
AGB-02,1124.0,89.11,2.0356,0.476,0.648,1450.0,1.1286,0.3792,1.29,0,3,0.8344,0.3936,11.146,27.604,16.458,1.7438,0.416,0
AGB-02,1125.0,97.34,2.0224,0.4846,0.799,1450.0,1.1212,0.3783,1.58,0,3,0.9279,0.3923,11.156,27.629,16.473,1.7325,0.416,0
AGB-02,1126.0,91.57,2.0496,0.4606,0.483,1450.0,1.1356,0.3909,1.66,0,3,0.8423,0.3841,11.166,27.654,16.487,1.7558,0.416,0
AGB-02,1127.0,97.9,1.9651,0.4934,0.781,1450.0,1.0898,0.3772,1.23,1,3,0.8867,0.4189,11.176,27.678,16.502,1.6834,0.416,0
AGB-02,1128.0,92.5,2.0368,0.469,0.713,1450.0,1.1282,0.3854,1.67,0,3,0.8269,0.4039,11.186,27.703,16.517,1.7448,0.416,0
AGB-02,1129.0,95.82,2.0417,0.4463,0.429,1450.0,1.1305,0.3691,2.21,0,3,0.8281,0.3734,11.196,27.727,16.531,1.749,0.416,0
AGB-02,1130.0,91.37,1.9976,0.4519,0.829,1450.0,1.1065,0.3991,1.33,0,3,0.8663,0.3979,11.206,27.752,16.546,1.7113,0.416,0
AGB-02,1131.0,93.57,2.0737,0.4432,1.021,1450.0,1.1471,0.3882,2.05,0,3,0.8556,0.3613,11.216,27.776,16.56,1.7765,0.416,0
AGB-02,1132.0,100.32,2.0722,0.4718,1.14,1450.0,1.146,0.3682,1.6,0,3,0.9302,0.3692,11.226,27.801,16.575,1.7752,0.416,0
AGB-02,1133.0,99.34,2.0395,0.454,1.039,1450.0,1.1281,0.3765,1.73,0,3,0.8329,0.3815,11.236,27.825,16.59,1.7472,0.416,0
AGB-02,1134.0,106.32,2.0177,0.4668,0.643,1450.0,1.1161,0.3999,1.8,0,3,0.9383,0.3958,11.246,27.85,16.604,1.7285,0.416,0
AGB-02,1135.0,99.4,2.0665,0.4657,1.269,1450.0,1.142,0.3889,1.76,0,3,0.8997,0.3896,11.256,27.875,16.619,1.7703,0.416,0
AGB-02,1136.0,102.6,2.0691,0.4605,1.031,1450.0,1.1431,0.3752,1.82,0,3,0.9337,0.3709,11.265,27.899,16.634,1.7725,0.416,0
AGB-02,1137.0,84.24,2.0073,0.4519,0.487,1450.0,1.1097,0.3938,1.51,0,3,0.7583,0.4002,11.275,27.924,16.648,1.7196,0.416,0
AGB-02,1138.0,91.39,2.046,0.4727,0.486,1450.0,1.1301,0.3791,1.34,0,3,0.8306,0.3939,11.285,27.948,16.663,1.7527,0.416,0
AGB-02,1139.0,95.21,1.9684,0.4479,0.504,1450.0,1.0882,0.402,1.6,0,3,0.8502,0.4018,11.295,27.973,16.678,1.6863,0.416,0
AGB-02,1140.0,92.61,1.9923,0.4503,0.661,1450.0,1.1008,0.3746,1.37,0,3,0.8159,0.4027,11.305,27.997,16.692,1.7068,0.416,0
AGB-02,1141.0,96.81,2.0241,0.434,0.873,1450.0,1.1175,0.3797,1.86,0,3,0.907,0.3805,11.315,28.022,16.707,1.7339,0.416,0
AGB-02,1142.0,94.09,2.0602,0.4678,0.802,1450.0,1.1366,0.4011,1.84,0,3,0.8696,0.3848,11.325,28.047,16.722,1.7649,0.416,0
AGB-02,1143.0,85.47,1.9458,0.5,0.568,1450.0,1.075,0.3967,1.4,0,3,0.839,0.44,11.335,28.071,16.736,1.6669,0.416,0
AGB-02,1144.0,101.84,2.0571,0.4685,0.879,1450.0,1.1344,0.3735,2.01,0,3,0.9453,0.3738,11.345,28.096,16.751,1.7623,0.416,0
AGB-02,1145.0,92.67,2.017,0.4619,0.825,1450.0,1.1126,0.3793,1.39,0,3,0.8325,0.4014,11.355,28.12,16.765,1.7279,0.416,0
AGB-02,1146.0,96.81,2.0867,0.4594,0.807,1450.0,1.1497,0.3915,1.81,0,3,0.9067,0.3761,11.365,28.145,16.78,1.7876,0.416,0
AGB-02,1147.0,97.14,1.99,0.4763,0.693,1450.0,1.0977,0.391,1.58,0,3,0.8621,0.4095,11.375,28.169,16.795,1.7048,0.416,0
AGB-02,1148.0,96.74,1.9924,0.4805,0.425,1450.0,1.0987,0.3928,1.27,0,3,0.9006,0.4199,11.384,28.194,16.809,1.7068,0.416,0
AGB-02,1149.0,98.99,2.0395,0.4702,0.78,1450.0,1.1237,0.3932,1.78,0,3,0.9043,0.3918,11.394,28.218,16.824,1.7471,0.416,0
AGB-02,1150.0,97.57,2.0728,0.4403,0.923,1450.0,1.1413,0.3768,2.12,0,3,0.875,0.3685,11.404,28.243,16.839,1.7757,0.416,0
AGB-02,1151.0,101.78,2.0454,0.44,1.065,1450.0,1.1264,0.3802,2.11,0,3,0.8866,0.3822,11.414,28.268,16.853,1.7522,0.416,0
AGB-02,1152.0,88.77,2.094,0.4397,0.626,1450.0,1.1522,0.3954,1.89,0,3,0.8059,0.3612,11.424,28.292,16.868,1.7939,0.416,0
AGB-02,1153.0,91.25,2.0348,0.4206,0.871,1450.0,1.1203,0.3885,1.72,0,3,0.8252,0.3671,11.434,28.317,16.883,1.7432,0.416,0
AGB-02,1154.0,97.62,2.0942,0.4328,0.89,1450.0,1.1519,0.3753,1.7,0,3,0.8371,0.3702,11.444,28.341,16.897,1.7941,0.416,0
AGB-02,1155.0,97.24,2.0841,0.445,0.977,1450.0,1.1463,0.3895,1.93,0,3,0.8298,0.3696,11.454,28.366,16.912,1.7854,0.416,0
AGB-02,1156.0,93.99,2.0556,0.4437,0.753,1450.0,1.1309,0.3939,1.56,0,3,0.8248,0.3686,11.464,28.39,16.927,1.761,0.416,0
AGB-02,1157.0,99.21,2.0191,0.473,0.599,1450.0,1.1112,0.3864,1.62,0,3,0.8994,0.3932,11.474,28.415,16.941,1.7297,0.416,0
AGB-02,1158.0,92.95,2.0582,0.474,0.49,1450.0,1.1319,0.3718,1.88,0,3,0.8385,0.3812,11.484,28.439,16.956,1.7632,0.416,0
AGB-02,1159.0,98.51,2.046,0.455,1.035,1450.0,1.1253,0.3903,1.58,0,3,0.9256,0.3801,11.494,28.464,16.97,1.7527,0.416,0
AGB-02,1160.0,94.18,2.0025,0.468,0.514,1450.0,1.1018,0.3914,1.62,0,3,0.8063,0.4068,11.503,28.489,16.985,1.7155,0.416,0
AGB-02,1161.0,95.08,2.0386,0.455,0.613,1450.0,1.121,0.3841,1.89,0,3,0.903,0.3941,11.513,28.513,17.0,1.7464,0.416,0
