WELL,DEPT,GR,RHOB,NPHI,RT,VP,E_STAT,NU_STAT,UCS,IS_CORE,FACIES,VSH_TRUE,PHI_TRUE,PP_MPA,SV_MPA,SIG_EFF_MPA,E_DYN,NU_DYN,IS_HC
AGB-03,1036.0,77.37,1.9996,0.4725,0.34,1450.0,1.2889,0.3568,1.37,0,2,0.5985,0.4159,10.476,25.178,14.702,1.713,0.416,0
AGB-03,1037.0,67.42,2.0312,0.4265,0.567,1492.6,1.3135,0.3769,1.43,0,2,0.5192,0.3914,10.486,25.203,14.716,1.7467,0.4214,0
AGB-03,1038.0,70.84,2.0485,0.4204,0.552,1550.7,1.8306,0.3624,1.73,0,2,0.5089,0.3702,10.496,25.227,14.731,2.4591,0.3906,0
AGB-03,1039.0,64.32,2.0555,0.4083,0.357,1748.2,2.0852,0.3872,1.85,0,2,0.5,0.3641,10.507,25.251,14.745,2.8155,0.4051,0
AGB-03,1040.0,68.85,2.0478,0.413,0.788,1671.0,1.5715,0.414,1.58,0,2,0.5292,0.3755,10.517,25.276,14.759,2.1008,0.4261,0
AGB-03,1041.0,65.08,2.1019,0.4036,0.7,1761.0,2.6499,0.3452,2.11,0,2,0.4974,0.3437,10.527,25.3,14.773,3.62,0.3733,0
AGB-03,1042.0,71.93,2.0925,0.3943,0.459,1696.9,2.0912,0.3681,2.12,0,2,0.5361,0.3511,10.537,25.324,14.787,2.8249,0.3994,0
AGB-03,1043.0,76.91,2.0347,0.426,0.349,1450.0,1.31,0.3646,1.42,0,2,0.5818,0.3865,10.547,25.349,14.802,1.743,0.416,0
AGB-03,1044.0,71.92,2.0253,0.4178,0.391,1562.8,1.437,0.3869,1.35,0,2,0.5142,0.3866,10.557,25.373,14.816,1.9168,0.4211,0
AGB-03,1045.0,77.25,2.048,0.3905,0.724,1450.0,1.3182,0.4033,2.01,0,2,0.6146,0.3718,10.567,25.397,14.83,1.7545,0.416,0
AGB-03,1046.0,65.76,2.107,0.3815,0.451,1723.3,2.31,0.3782,1.74,0,2,0.527,0.3462,10.577,25.421,14.844,3.1352,0.3901,0
AGB-03,1047.0,73.25,2.0335,0.4155,0.434,1450.0,1.3089,0.4025,1.56,0,2,0.5733,0.3805,10.587,25.446,14.858,1.742,0.416,0
AGB-03,1048.0,43.9,2.1715,0.316,0.549,2598.9,7.3088,0.2558,3.35,0,1,0.2377,0.3009,10.598,25.47,14.873,11.2119,0.2893,0
AGB-03,1049.0,47.55,2.1386,0.3422,0.648,2228.8,5.406,0.2708,2.48,0,1,0.2862,0.334,10.608,25.494,14.887,7.87,0.301,0
AGB-03,1050.0,45.35,2.1213,0.3485,0.634,2465.4,6.5974,0.2678,2.5,0,1,0.2039,0.3294,10.618,25.519,14.901,9.915,0.287,0
AGB-03,1051.0,51.27,2.1569,0.3313,0.36,2508.1,6.7167,0.2827,2.61,0,1,0.2508,0.312,10.628,25.543,14.915,10.1291,0.2982,0
AGB-03,1052.0,42.42,2.0999,0.3304,0.749,2431.9,6.251,0.2627,2.7,0,1,0.2358,0.3265,10.638,25.567,14.929,9.3061,0.2968,0
AGB-03,1053.0,58.8,2.1149,0.3608,0.349,2291.6,5.517,0.29,2.28,0,1,0.3211,0.3168,10.648,25.592,14.943,8.0564,0.3082,0
AGB-03,1054.0,41.42,2.1405,0.3349,0.585,2598.3,7.4541,0.2611,2.93,0,1,0.1805,0.3146,10.658,25.616,14.958,11.4908,0.2729,0
AGB-03,1055.0,47.53,2.1058,0.3307,0.515,2372.1,5.777,0.2644,2.63,0,1,0.2745,0.3271,10.668,25.64,14.972,8.4939,0.3121,0
AGB-03,1056.0,46.48,2.096,0.3595,0.576,2288.3,5.2027,0.3092,1.84,0,1,0.2673,0.3471,10.678,25.664,14.986,7.5386,0.3251,0
AGB-03,1057.0,43.42,2.1523,0.3137,0.491,2363.7,6.6216,0.2208,3.13,0,1,0.2291,0.3174,10.689,25.689,15.0,9.9621,0.2531,0
AGB-03,1058.0,68.29,2.1254,0.3849,0.935,1873.4,2.4945,0.3739,2.04,0,2,0.5434,0.3348,10.699,25.713,15.014,3.4005,0.403,0
AGB-03,1059.0,74.98,2.0733,0.435,0.356,1450.0,1.3331,0.3865,1.77,0,2,0.6004,0.3767,10.709,25.737,15.029,1.7761,0.416,0
AGB-03,1060.0,72.92,2.0777,0.4184,0.427,1536.0,1.5293,0.382,1.78,0,2,0.568,0.3631,10.719,25.762,15.043,2.0452,0.4134,0
AGB-03,1061.0,76.0,2.1213,0.3782,0.522,1782.6,1.9551,0.3858,2.26,0,2,0.581,0.3418,10.729,25.786,15.057,2.6366,0.4202,0
AGB-03,1062.0,73.57,2.1084,0.3977,0.716,1660.6,2.0746,0.3709,2.01,0,2,0.564,0.3417,10.739,25.81,15.071,2.8044,0.3955,0
AGB-03,1063.0,69.49,2.0783,0.404,0.409,1615.0,1.646,0.376,1.46,0,2,0.5428,0.3678,10.749,25.835,15.085,2.2063,0.4161,0
AGB-03,1064.0,77.32,2.0204,0.4154,0.651,1450.0,1.2999,0.3955,1.57,0,2,0.6017,0.3812,10.759,25.859,15.1,1.7308,0.416,0
AGB-03,1065.0,70.8,2.0821,0.3992,0.436,1585.6,1.7666,0.3462,1.65,0,2,0.5447,0.3614,10.769,25.883,15.114,2.3735,0.4037,0
AGB-03,1066.0,63.21,2.0691,0.4049,0.455,1730.3,1.7335,0.3986,1.71,0,2,0.5387,0.3657,10.78,25.908,15.128,2.3275,0.424,0
AGB-03,1067.0,43.11,2.0641,0.361,0.701,2595.3,6.4025,0.316,1.92,0,1,0.1751,0.3466,10.79,25.932,15.142,9.5744,0.3243,0
AGB-03,1068.0,39.14,2.1293,0.3355,0.927,2654.3,7.4367,0.2539,3.32,0,1,0.1807,0.3168,10.8,25.956,15.156,11.4602,0.2896,0
AGB-03,1069.0,43.9,2.1548,0.2975,0.562,2640.9,7.0176,0.2928,3.01,0,1,0.239,0.3108,10.81,25.98,15.171,10.6792,0.3149,0
AGB-03,1070.0,49.38,2.1082,0.3459,0.389,2335.5,5.5199,0.3027,2.62,0,1,0.2735,0.3362,10.82,26.005,15.185,8.0627,0.319,0
AGB-03,1071.0,46.65,2.1658,0.3176,0.548,2269.7,6.1046,0.2419,2.89,1,1,0.2925,0.3101,10.83,26.029,15.199,9.0542,0.2635,0
AGB-03,1072.0,46.53,2.1186,0.327,0.594,2456.2,6.0977,0.2851,2.47,0,1,0.2503,0.3293,10.84,26.053,15.213,9.0419,0.3163,0
AGB-03,1073.0,43.51,2.0971,0.3268,0.606,2634.0,6.9628,0.2985,2.33,0,1,0.2033,0.321,10.85,26.078,15.227,10.5772,0.3075,0
AGB-03,1074.0,52.98,2.1782,0.3369,0.748,2588.7,7.0929,0.2724,3.83,0,1,0.2584,0.3015,10.86,26.102,15.241,10.8157,0.3009,0
AGB-03,1075.0,47.45,2.1266,0.3226,0.733,2337.9,6.9071,0.1768,3.28,0,1,0.2155,0.3063,10.871,26.126,15.256,10.4746,0.1989,0
AGB-03,1076.0,44.07,2.1771,0.3032,0.982,2785.7,7.9515,0.2732,2.84,0,1,0.2004,0.3011,10.881,26.151,15.27,12.4492,0.3028,0
AGB-03,1077.0,44.66,2.1315,0.3343,0.675,2393.0,6.3815,0.2451,2.56,0,1,0.2553,0.3165,10.891,26.175,15.284,9.5338,0.2806,0
AGB-03,1078.0,44.85,2.1144,0.3381,0.632,2507.7,6.0943,0.2959,2.56,0,1,0.2331,0.3373,10.901,26.199,15.298,9.0332,0.3282,0
AGB-03,1079.0,50.99,2.0705,0.3633,0.676,2163.4,4.2294,0.318,1.82,0,1,0.3202,0.3574,10.911,26.223,15.312,5.9846,0.352,0
AGB-03,1080.0,47.3,2.1075,0.328,0.824,2315.7,5.4944,0.2888,2.23,0,1,0.284,0.3328,10.921,26.248,15.327,8.0161,0.3154,0
AGB-03,1081.0,42.18,2.1773,0.3084,0.861,2708.1,7.6402,0.2632,3.04,0,1,0.2134,0.3044,10.931,26.272,15.341,11.8396,0.3007,0
AGB-03,1082.0,50.22,2.1495,0.3107,1.271,2524.6,7.053,0.2357,2.82,0,1,0.2197,0.3131,10.941,26.296,15.355,10.7363,0.2792,0
AGB-03,1083.0,46.87,2.1086,0.3367,0.682,2285.3,5.7095,0.2762,2.17,0,1,0.2735,0.3283,10.951,26.321,15.369,8.3745,0.2913,0
AGB-03,1084.0,37.03,2.1195,0.3306,0.791,2524.6,7.4579,0.2261,2.48,0,0,0.1258,0.3306,10.962,26.345,15.383,11.4896,0.2385,0
AGB-03,1085.0,34.71,2.1217,0.3074,0.977,2774.9,8.4114,0.2352,2.34,0,0,0.0888,0.3216,10.972,26.369,15.398,13.3624,0.2596,0
AGB-03,1086.0,23.64,2.182,0.2779,0.631,3001.5,10.0112,0.2017,3.74,0,0,0.0545,0.2911,10.982,26.394,15.412,16.8999,0.2321,0
AGB-03,1087.0,32.65,2.1564,0.2842,0.78,2879.4,9.1109,0.2327,3.51,0,0,0.0902,0.3037,10.992,26.418,15.426,14.8362,0.2522,0
AGB-03,1088.0,33.28,2.1756,0.2823,0.68,2891.1,9.4606,0.2184,3.26,0,0,0.0755,0.2984,11.002,26.442,15.44,15.6117,0.233,0
AGB-03,1089.0,33.05,2.1714,0.2934,1.116,2946.2,9.5208,0.2279,2.74,0,0,0.0694,0.3011,11.012,26.467,15.454,15.7469,0.2486,0
AGB-03,1090.0,21.66,2.1839,0.2768,0.693,3097.5,10.4525,0.208,3.77,0,0,0.02,0.2921,11.022,26.491,15.469,17.986,0.233,0
AGB-03,1091.0,31.83,2.1155,0.2885,0.385,2782.0,8.5932,0.2254,3.31,1,0,0.0979,0.311,11.032,26.515,15.483,13.7296,0.2466,0
AGB-03,1092.0,25.72,2.1204,0.2841,0.492,3022.4,9.3961,0.2541,2.95,0,0,0.0577,0.3082,11.042,26.539,15.497,15.4607,0.2712,0
AGB-03,1093.0,29.82,2.143,0.2915,0.644,2984.9,9.4758,0.23,3.47,0,0,0.0484,0.3098,11.053,26.564,15.511,15.6384,0.2589,0
AGB-03,1094.0,30.56,2.1241,0.2983,0.652,2648.4,8.2308,0.1891,3.4,0,0,0.1142,0.3123,11.063,26.588,15.525,12.9863,0.2233,0
AGB-03,1095.0,27.63,2.1898,0.2335,0.776,3194.4,10.9215,0.2043,4.9,0,0,0.02,0.2787,11.073,26.612,15.54,19.2126,0.232,0
AGB-03,1096.0,21.96,2.1361,0.298,0.93,3031.2,9.7577,0.2376,3.98,0,0,0.0382,0.3043,11.083,26.637,15.554,16.283,0.2523,0
AGB-03,1097.0,27.49,2.1839,0.2757,0.874,2962.3,9.979,0.1856,3.82,0,0,0.0348,0.2983,11.093,26.661,15.568,16.8053,0.2192,0
AGB-03,1098.0,30.84,2.1895,0.2654,0.883,3081.7,10.2472,0.2256,3.57,0,0,0.0553,0.2877,11.103,26.685,15.582,17.4574,0.246,0
AGB-03,1099.0,36.37,2.165,0.316,0.751,2681.3,8.1298,0.2326,2.86,0,0,0.1425,0.3127,11.113,26.71,15.596,12.7802,0.2577,0
AGB-03,1100.0,38.93,2.1351,0.2972,0.584,2736.0,8.2862,0.2252,2.31,0,0,0.1325,0.31,11.123,26.734,15.61,13.0934,0.2588,0
AGB-03,1101.0,29.3,2.1451,0.2949,0.509,2780.6,8.8241,0.2041,3.3,0,0,0.098,0.3058,11.133,26.758,15.625,14.2047,0.2344,0
AGB-03,1102.0,26.18,2.1416,0.2878,0.875,2882.6,9.5182,0.1893,2.58,0,0,0.0414,0.3045,11.144,26.782,15.639,15.7261,0.2138,0
AGB-03,1103.0,34.34,2.2027,0.2915,0.475,2760.6,8.6628,0.2501,3.15,0,0,0.1512,0.2977,11.154,26.807,15.653,13.865,0.2547,0
AGB-03,1104.0,34.87,2.1702,0.2858,1.066,2951.7,9.4253,0.2246,3.58,0,0,0.1133,0.2891,11.164,26.831,15.667,15.5155,0.258,0
AGB-03,1105.0,25.22,2.1547,0.2918,0.472,2802.4,9.2919,0.1851,3.16,0,0,0.0506,0.3066,11.174,26.855,15.681,15.2173,0.2007,0
AGB-03,1106.0,29.5,2.2015,0.2628,0.627,2976.4,10.1259,0.1932,4.27,0,0,0.0875,0.2755,11.184,26.88,15.696,17.1546,0.2171,0
AGB-03,1107.0,28.02,2.1747,0.3203,0.525,2750.5,9.0079,0.1804,3.08,0,0,0.075,0.3088,11.194,26.904,15.71,14.5959,0.2109,0
AGB-03,1108.0,30.0,2.1278,0.3008,0.653,2926.2,9.0,0.2449,2.67,0,0,0.0677,0.3167,11.204,26.928,15.724,14.5791,0.2701,0
AGB-03,1109.0,27.55,2.2047,0.2616,0.699,3082.4,10.4485,0.23,5.17,0,0,0.0595,0.2802,11.214,26.953,15.738,17.9573,0.2338,0
AGB-03,1110.0,23.34,2.1636,0.2738,0.911,2994.0,10.1816,0.1948,3.84,0,0,0.0386,0.2877,11.225,26.977,15.752,17.2909,0.2073,0
AGB-03,1111.0,34.12,2.203,0.2746,0.524,2774.8,9.3472,0.1993,3.82,0,0,0.0961,0.2913,11.235,27.001,15.767,15.3405,0.196,0
AGB-03,1112.0,29.32,2.1638,0.2813,0.409,2918.1,9.6525,0.1924,3.67,0,0,0.0871,0.2872,11.245,27.025,15.781,16.0341,0.2243,0
AGB-03,1113.0,29.15,2.1572,0.2954,0.526,2831.3,9.2169,0.1946,3.46,0,0,0.0586,0.31,11.255,27.05,15.795,15.0533,0.2241,0
AGB-03,1114.0,31.13,2.1335,0.2934,0.463,2828.7,8.8377,0.2237,2.65,1,0,0.071,0.3176,11.265,27.074,15.809,14.2347,0.2497,0
AGB-03,1115.0,22.48,2.1534,0.2765,0.384,2993.9,10.0525,0.1876,3.34,0,0,0.02,0.2995,11.275,27.098,15.823,16.9812,0.217,0
AGB-03,1116.0,29.63,2.2047,0.2829,1.514,3232.6,10.8197,0.2259,4.17,0,0,0.03,0.2847,11.285,27.123,15.838,18.9342,0.2572,0
AGB-03,1117.0,34.8,2.1503,0.2899,0.786,2760.8,8.694,0.2051,2.59,0,0,0.0863,0.3156,11.295,27.147,15.852,13.935,0.2388,0
AGB-03,1118.0,30.05,2.1337,0.2867,0.452,2774.8,8.9236,0.1931,2.91,0,0,0.0976,0.3003,11.305,27.171,15.866,14.4219,0.2185,0
AGB-03,1119.0,70.22,2.0478,0.423,0.623,1649.4,1.3548,0.3919,1.71,0,2,0.5931,0.3626,11.316,27.196,15.88,1.8036,0.4365,0
AGB-03,1120.0,73.23,2.0956,0.4144,0.582,1761.1,1.9012,0.3885,1.98,0,2,0.5809,0.3441,11.326,27.22,15.894,2.558,0.4195,0
AGB-03,1121.0,75.59,2.0625,0.403,0.64,1664.1,2.009,0.3748,2.37,0,2,0.5529,0.3481,11.336,27.244,15.908,2.709,0.3978,0
AGB-03,1122.0,73.28,2.0887,0.3787,0.908,1614.3,2.0613,0.3691,2.46,0,2,0.5372,0.3525,11.346,27.269,15.923,2.7826,0.387,0
AGB-03,1123.0,70.3,2.0819,0.3792,0.764,1711.2,2.0297,0.3919,2.1,0,2,0.5542,0.348,11.356,27.293,15.937,2.7385,0.4048,0
AGB-03,1124.0,66.79,2.1107,0.3815,0.618,1806.0,2.6733,0.3638,2.13,0,2,0.5222,0.3359,11.366,27.317,15.951,3.6544,0.381,0
AGB-03,1125.0,73.75,2.0972,0.3702,0.565,1740.4,2.0248,0.3823,1.94,0,2,0.5782,0.3398,11.376,27.341,15.965,2.7319,0.41,0
AGB-03,1126.0,71.49,2.1319,0.3894,0.904,1822.0,2.4402,0.3697,2.41,0,2,0.5462,0.337,11.386,27.366,15.979,3.3204,0.3993,0
AGB-03,1127.0,65.37,2.0894,0.3748,0.672,1838.8,2.2442,0.3799,2.25,0,2,0.5304,0.3494,11.396,27.39,15.994,3.0417,0.4099,0
AGB-03,1128.0,70.45,2.0596,0.4123,0.603,1631.4,1.6023,0.3955,1.98,0,2,0.5811,0.3556,11.407,27.414,16.008,2.1446,0.4201,0
AGB-03,1129.0,88.67,2.0101,0.4963,0.757,1450.0,1.2941,0.3867,1.37,0,3,0.8361,0.4116,11.417,27.439,16.022,1.722,0.416,0
AGB-03,1130.0,83.99,2.0042,0.4506,0.872,1450.0,1.2903,0.3819,1.37,0,3,0.7954,0.3948,11.427,27.463,16.036,1.7169,0.416,0
AGB-03,1131.0,90.96,2.0155,0.4686,0.711,1450.0,1.2973,0.3771,1.25,0,3,0.8371,0.3942,11.437,27.487,16.05,1.7266,0.416,0
AGB-03,1132.0,90.9,2.0236,0.4734,0.725,1450.0,1.3023,0.3638,1.59,1,3,0.825,0.4017,11.447,27.512,16.065,1.7335,0.416,0
AGB-03,1133.0,95.63,2.0512,0.4517,0.803,1450.0,1.3195,0.3832,1.59,0,3,0.8286,0.3734,11.457,27.536,16.079,1.7571,0.416,0
AGB-03,1134.0,94.09,2.0617,0.4435,0.785,1450.0,1.326,0.3893,1.92,0,3,0.866,0.3614,11.467,27.56,16.093,1.7662,0.416,0
AGB-03,1135.0,94.76,2.0547,0.449,1.298,1450.0,1.3215,0.3869,1.69,0,3,0.8797,0.3671,11.477,27.584,16.107,1.7602,0.416,0
AGB-03,1136.0,93.85,2.0194,0.4524,0.937,1450.0,1.2993,0.3753,1.41,0,3,0.8817,0.3937,11.487,27.609,16.121,1.73,0.416,0
AGB-03,1137.0,97.9,2.0476,0.4391,1.704,1450.0,1.3168,0.3769,1.77,0,3,0.8639,0.3712,11.498,27.633,16.136,1.7541,0.416,0
AGB-03,1138.0,100.31,2.0465,0.4526,1.273,1450.0,1.316,0.3864,2.06,0,3,0.8722,0.3792,11.508,27.657,16.15,1.7531,0.416,0
AGB-03,1139.0,97.32,2.0861,0.4333,1.195,1450.0,1.3407,0.3851,1.88,0,3,0.9138,0.3686,11.518,27.682,16.164,1.7871,0.416,0
AGB-03,1140.0,96.46,1.9654,0.4851,0.563,1450.0,1.265,0.3765,1.23,0,3,0.8374,0.4148,11.528,27.706,16.178,1.6837,0.416,0
AGB-03,1141.0,89.68,1.9482,0.4756,0.562,1450.0,1.2541,0.3845,1.13,0,3,0.7815,0.4254,11.538,27.73,16.192,1.669,0.416,0
AGB-03,1142.0,91.51,1.9848,0.4716,0.842,1450.0,1.2769,0.384,1.42,0,3,0.8679,0.414,11.548,27.755,16.207,1.7003,0.416,0
AGB-03,1143.0,102.7,1.9829,0.4866,1.178,1450.0,1.2757,0.4006,1.28,0,3,0.9749,0.4114,11.558,27.779,16.221,1.6987,0.416,0
AGB-03,1144.0,93.76,2.0931,0.4403,1.483,1450.0,1.3447,0.3748,1.8,0,3,0.8734,0.3637,11.568,27.803,16.235,1.7931,0.416,0
AGB-03,1145.0,100.92,1.9775,0.4885,0.946,1450.0,1.2722,0.3994,1.4,0,3,0.9115,0.4168,11.578,27.828,16.249,1.6941,0.416,0
AGB-03,1146.0,86.45,2.0403,0.4427,0.435,1450.0,1.3115,0.38,1.92,0,3,0.8176,0.3838,11.589,27.852,16.263,1.7479,0.416,0
AGB-03,1147.0,96.1,2.0397,0.4573,0.466,1450.0,1.311,0.3861,1.8,0,3,0.8198,0.3784,11.599,27.876,16.277,1.7473,0.416,0
AGB-03,1148.0,93.95,2.0614,0.4746,1.362,1450.0,1.3246,0.3735,1.92,0,3,0.8669,0.37,11.609,27.9,16.292,1.7659,0.416,0
AGB-03,1149.0,95.06,1.9712,0.4769,0.565,1450.0,1.2679,0.3876,1.36,0,3,0.8808,0.4223,11.619,27.925,16.306,1.6887,0.416,0
AGB-03,1150.0,98.31,2.0223,0.4732,0.49,1450.0,1.2999,0.374,1.62,0,3,0.8836,0.4066,11.629,27.949,16.32,1.7324,0.416,0
AGB-03,1151.0,87.27,2.023,0.4607,0.874,1450.0,1.3003,0.3882,1.35,0,3,0.8195,0.3991,11.639,27.973,16.334,1.733,0.416,0
AGB-03,1152.0,92.69,2.0451,0.4379,0.599,1450.0,1.3141,0.3757,1.52,0,3,0.7802,0.378,11.649,27.998,16.348,1.752,0.416,0
AGB-03,1153.0,89.04,2.067,0.4301,0.749,1450.0,1.3278,0.3917,1.49,0,3,0.7955,0.3837,11.659,28.022,16.363,1.7707,0.416,0
AGB-03,1154.0,92.65,2.0428,0.4554,0.897,1450.0,1.3125,0.383,1.59,0,3,0.8349,0.3802,11.669,28.046,16.377,1.75,0.416,0
AGB-03,1155.0,88.82,2.01,0.4728,0.83,1450.0,1.2919,0.3883,1.48,0,3,0.8428,0.3881,11.68,28.071,16.391,1.7219,0.416,0
AGB-03,1156.0,92.25,2.0295,0.4486,1.328,1450.0,1.3041,0.3677,1.49,0,3,0.8275,0.3908,11.69,28.095,16.405,1.7386,0.416,0
AGB-03,1157.0,88.3,2.0333,0.4443,0.872,1450.0,1.3065,0.3956,1.74,0,3,0.7596,0.3839,11.7,28.119,16.419,1.7419,0.416,0
AGB-03,1158.0,90.74,2.0193,0.4652,0.701,1450.0,1.2976,0.3978,1.8,0,3,0.8587,0.3897,11.71,28.143,16.434,1.7298,0.416,0
AGB-03,1159.0,96.6,2.0203,0.4695,1.051,1450.0,1.2982,0.3922,1.42,0,3,0.861,0.4015,11.72,28.168,16.448,1.7307,0.416,0
AGB-03,1160.0,97.05,2.0242,0.4496,0.605,1450.0,1.3006,0.3853,1.98,0,3,0.884,0.3777,11.73,28.192,16.462,1.7341,0.416,0
AGB-03,1161.0,93.92,1.9839,0.493,1.468,1450.0,1.2753,0.381,1.27,0,3,0.8771,0.4156,11.74,28.216,16.476,1.6996,0.416,0
