WELL,DEPT,GR,RHOB,NPHI,RT,VP,E_STAT,NU_STAT,UCS,IS_CORE,FACIES,VSH_TRUE,PHI_TRUE,PP_MPA,SV_MPA,SIG_EFF_MPA,E_DYN,NU_DYN,IS_HC
AGB-01,1013.0,70.77,2.0121,0.4428,0.354,1450.0,1.2403,0.3718,1.13,0,2,0.5512,0.3948,10.473,23.023,12.55,1.7237,0.416,0
AGB-01,1014.0,70.16,2.1184,0.3866,0.48,1897.0,2.1934,0.3802,2.15,0,2,0.5486,0.3372,10.483,23.046,12.562,3.1108,0.4158,0
AGB-01,1015.0,68.9,2.0305,0.4125,0.518,1615.1,1.8131,0.3722,1.68,0,2,0.4846,0.3734,10.494,23.068,12.575,2.5497,0.3958,0
AGB-01,1016.0,72.24,2.0048,0.4117,0.512,1450.0,1.2365,0.3796,1.46,0,2,0.5781,0.3888,10.504,23.091,12.587,1.7175,0.416,0
AGB-01,1017.0,67.92,2.1098,0.3988,0.359,1782.0,1.9922,0.367,2.13,0,2,0.5564,0.3421,10.514,23.114,12.6,2.8116,0.4128,0
AGB-01,1018.0,68.66,2.0275,0.4175,0.523,1602.8,1.2654,0.401,1.28,0,2,0.5377,0.3921,10.525,23.136,12.612,1.7581,0.4333,0
AGB-01,1019.0,74.22,2.0592,0.4053,0.427,1603.8,1.4467,0.379,1.88,0,2,0.5717,0.3596,10.535,23.159,12.624,2.0173,0.4227,0
AGB-01,1020.0,64.75,2.0341,0.4126,0.385,1749.1,1.7222,0.3926,1.77,0,2,0.5147,0.3676,10.545,23.182,12.637,2.4151,0.4209,0
AGB-01,1021.0,76.24,2.0584,0.4101,0.457,1691.0,1.6634,0.3704,1.79,0,2,0.5464,0.3589,10.556,23.205,12.649,2.3294,0.419,0
AGB-01,1022.0,73.97,2.0177,0.4462,0.404,1450.0,1.2455,0.3797,1.42,0,2,0.5157,0.3915,10.566,23.227,12.661,1.7285,0.416,0
AGB-01,1023.0,72.0,2.0632,0.4034,0.525,1666.4,1.7179,0.4031,1.65,0,2,0.5455,0.3567,10.576,23.25,12.674,2.4074,0.4126,0
AGB-01,1024.0,68.21,2.028,0.4251,0.3,1450.0,1.2521,0.3783,1.28,0,2,0.619,0.3944,10.587,23.273,12.686,1.7373,0.416,0
AGB-01,1025.0,75.13,1.9643,0.4782,0.331,1450.0,1.2141,0.3978,0.97,0,2,0.5984,0.4296,10.597,23.296,12.699,1.6828,0.416,0
AGB-01,1026.0,67.46,2.0067,0.4233,0.3,1490.2,1.2442,0.3848,1.44,0,2,0.5122,0.4019,10.607,23.318,12.711,1.7253,0.4211,0
AGB-01,1027.0,68.4,2.0999,0.3762,0.397,1756.3,2.6399,0.34,1.99,0,2,0.4685,0.3469,10.618,23.341,12.723,3.7723,0.3643,0
AGB-01,1028.0,77.12,2.0541,0.4315,0.417,1450.0,1.2689,0.3764,1.42,0,2,0.5981,0.3829,10.628,23.364,12.736,1.7597,0.416,0
AGB-01,1029.0,68.27,2.0308,0.4153,0.3,1490.0,1.2595,0.3984,1.52,0,2,0.5579,0.3757,10.638,23.386,12.748,1.746,0.4211,0
AGB-01,1030.0,73.95,2.0199,0.4185,0.401,1450.0,1.2488,0.3768,1.36,0,2,0.5503,0.3955,10.649,23.409,12.761,1.7303,0.416,0
AGB-01,1031.0,71.83,2.0402,0.423,0.452,1589.9,1.2768,0.4135,1.41,0,2,0.5601,0.3727,10.659,23.432,12.773,1.7698,0.4319,0
AGB-01,1032.0,67.95,1.981,0.4346,0.308,1450.0,1.2258,0.3605,1.3,0,2,0.5766,0.3932,10.669,23.455,12.785,1.6971,0.416,0
AGB-01,1033.0,37.19,2.168,0.3194,0.566,2742.5,8.2426,0.218,3.82,0,0,0.1183,0.2963,10.68,23.477,12.798,13.8584,0.239,0
AGB-01,1034.0,29.47,2.1443,0.2911,0.779,2654.8,7.9358,0.1982,3.09,0,0,0.1019,0.3075,10.69,23.5,12.81,13.182,0.2228,0
AGB-01,1035.0,34.57,2.1172,0.3128,0.708,2567.7,7.0116,0.2378,2.98,0,0,0.1345,0.3267,10.7,23.523,12.823,11.2681,0.266,0
AGB-01,1036.0,33.38,2.1015,0.3184,0.522,2589.3,7.3169,0.2111,2.32,0,0,0.0866,0.3317,10.711,23.546,12.835,11.8781,0.2436,0
AGB-01,1037.0,33.6,2.1443,0.2923,0.34,2594.1,7.7013,0.1832,3.27,0,0,0.102,0.3142,10.721,23.568,12.847,12.6705,0.2183,0
AGB-01,1038.0,37.18,2.1424,0.3259,0.389,2380.1,6.9411,0.1535,2.54,0,0,0.1373,0.3187,10.731,23.591,12.86,11.1194,0.1848,0
AGB-01,1039.0,27.24,2.1671,0.2799,0.773,2781.8,8.6858,0.1882,3.08,0,0,0.0599,0.3018,10.742,23.614,12.872,14.8396,0.2128,0
AGB-01,1040.0,31.66,2.1496,0.3107,0.3,2624.4,7.6744,0.2246,2.89,0,0,0.109,0.3159,10.752,23.636,12.884,12.603,0.238,0
AGB-01,1041.0,29.77,2.1636,0.3099,0.456,2765.9,8.2002,0.2295,2.26,1,0,0.0756,0.3165,10.762,23.659,12.897,13.7302,0.2524,0
AGB-01,1042.0,35.03,2.0823,0.32,0.3,2535.5,6.7512,0.2537,1.86,0,0,0.0966,0.3472,10.773,23.682,12.909,10.7366,0.269,0
AGB-01,1043.0,33.02,2.1286,0.3504,0.936,2479.4,6.8115,0.2443,2.35,0,0,0.1198,0.3381,10.783,23.705,12.922,10.851,0.2526,0
AGB-01,1044.0,33.96,2.1609,0.2944,0.354,2818.6,8.1617,0.2322,3.28,0,0,0.1058,0.3091,10.793,23.727,12.934,13.6336,0.2735,0
AGB-01,1045.0,23.73,2.1304,0.2865,0.738,2859.3,8.6909,0.199,2.92,0,0,0.0251,0.3163,10.804,23.75,12.946,14.824,0.2382,0
AGB-01,1046.0,35.78,2.1618,0.3038,0.363,2659.0,7.688,0.2395,2.81,0,0,0.1409,0.3073,10.814,23.773,12.959,12.6106,0.2552,0
AGB-01,1047.0,39.46,2.0922,0.3281,0.392,2529.1,7.1785,0.2022,2.73,0,0,0.0834,0.3352,10.824,23.796,12.971,11.5642,0.2289,0
AGB-01,1048.0,30.96,2.1503,0.2933,0.977,2815.7,8.5421,0.2232,2.99,0,0,0.0486,0.3142,10.835,23.818,12.984,14.4691,0.2398,0
AGB-01,1049.0,24.44,2.1156,0.3331,0.468,2677.5,7.4533,0.262,1.95,0,0,0.0866,0.3337,10.845,23.841,12.996,12.1152,0.2708,0
AGB-01,1050.0,31.91,2.1567,0.311,0.464,2647.7,8.0873,0.1765,2.46,0,0,0.0542,0.3218,10.855,23.864,13.008,13.4497,0.209,0
AGB-01,1051.0,37.89,2.131,0.2997,0.593,2700.5,7.3429,0.2514,2.96,0,0,0.1762,0.3063,10.866,23.887,13.021,11.8848,0.2892,0
AGB-01,1052.0,22.25,2.1389,0.3046,0.64,2956.2,8.7449,0.2505,2.59,0,0,0.0373,0.3166,10.876,23.909,13.033,14.9218,0.2711,0
AGB-01,1053.0,33.62,2.1329,0.315,0.376,2772.5,8.0887,0.2245,2.6,0,0,0.0881,0.3143,10.886,23.932,13.046,13.4436,0.2584,0
AGB-01,1054.0,29.17,2.1504,0.2863,0.414,2632.8,8.1125,0.1762,2.79,0,0,0.0571,0.3175,10.897,23.955,13.058,13.4922,0.1953,0
AGB-01,1055.0,28.82,2.1611,0.2986,0.427,2739.2,8.2724,0.1951,3.46,0,0,0.0949,0.3056,10.907,23.977,13.07,13.84,0.2365,0
AGB-01,1056.0,22.97,2.1334,0.2991,0.539,2869.7,8.961,0.191,2.97,0,0,0.0405,0.3003,10.917,24.0,13.083,15.4167,0.2188,0
AGB-01,1057.0,39.0,2.1229,0.3193,0.605,2531.6,6.7534,0.2263,1.84,0,0,0.1302,0.3396,10.928,24.023,13.095,10.7061,0.2775,0
AGB-01,1058.0,30.32,2.122,0.3166,0.524,2574.1,7.4223,0.2204,2.63,0,0,0.0845,0.3316,10.938,24.046,13.107,12.0299,0.235,0
AGB-01,1059.0,27.02,2.1196,0.317,0.3,2762.0,8.084,0.2334,2.65,0,0,0.0499,0.3276,10.948,24.068,13.12,13.4173,0.2523,0
AGB-01,1060.0,35.49,2.158,0.3146,0.462,2660.5,7.2436,0.2587,2.91,0,0,0.1637,0.3169,10.959,24.091,13.132,11.6645,0.2897,0
AGB-01,1061.0,28.77,2.1954,0.2896,0.472,2951.2,9.2442,0.1993,2.97,0,0,0.0606,0.2942,10.969,24.114,13.145,16.0875,0.2448,0
AGB-01,1062.0,33.37,2.1291,0.314,0.397,2596.3,7.3453,0.2411,2.71,0,0,0.0909,0.335,10.979,24.137,13.157,11.8664,0.2541,0
AGB-01,1063.0,31.08,2.136,0.3384,0.771,2618.8,7.7993,0.1888,2.43,0,0,0.0618,0.3286,10.99,24.159,13.169,12.8013,0.2216,0
AGB-01,1064.0,36.61,2.1398,0.3247,0.3,2506.2,7.0998,0.2236,2.65,0,0,0.1263,0.3279,11.0,24.182,13.182,11.3718,0.2416,0
AGB-01,1065.0,34.51,2.1052,0.3163,0.531,2829.2,7.6747,0.2704,2.64,0,0,0.0845,0.3322,11.011,24.205,13.194,12.5374,0.2994,0
AGB-01,1066.0,25.97,2.1113,0.3199,0.377,2652.2,7.3354,0.2395,2.52,0,0,0.0778,0.3415,11.021,24.227,13.207,11.8408,0.2717,0
AGB-01,1067.0,22.55,2.1676,0.2833,0.619,2901.2,9.3229,0.201,4.11,0,0,0.0224,0.2982,11.031,24.25,13.219,16.2689,0.2072,0
AGB-01,1068.0,31.32,2.1341,0.3111,0.382,2725.3,7.796,0.237,2.85,0,0,0.0836,0.3269,11.042,24.273,13.231,12.788,0.2662,0
AGB-01,1069.0,25.62,2.1361,0.2933,0.467,2766.5,8.1719,0.2269,3.34,0,0,0.0962,0.309,11.052,24.296,13.244,13.592,0.2512,0
AGB-01,1070.0,25.29,2.2062,0.2831,0.7,3111.0,10.1769,0.2041,4.44,0,0,0.02,0.2791,11.062,24.318,13.256,18.5196,0.2265,0
AGB-01,1071.0,37.5,2.2131,0.2498,0.354,2990.9,9.5545,0.2255,3.89,0,0,0.0884,0.2752,11.073,24.341,13.269,16.8484,0.2382,0
AGB-01,1072.0,31.25,2.1438,0.3233,0.51,2729.7,8.1437,0.2091,2.57,0,0,0.0636,0.3217,11.083,24.364,13.281,13.5286,0.241,0
AGB-01,1073.0,26.57,2.1565,0.2958,0.476,2858.2,8.742,0.2282,2.44,0,0,0.051,0.3101,11.093,24.387,13.293,14.8701,0.2429,0
AGB-01,1074.0,29.59,2.1434,0.3049,0.483,2875.6,8.6793,0.2155,3.42,1,0,0.0492,0.3129,11.104,24.409,13.306,14.7256,0.2516,0
AGB-01,1075.0,28.57,2.1338,0.3096,0.575,2793.5,8.048,0.2587,2.98,0,0,0.0887,0.3185,11.114,24.432,13.318,13.3215,0.2701,0
AGB-01,1076.0,30.11,2.1207,0.3137,0.577,2676.6,7.7606,0.2235,2.83,0,0,0.0838,0.3245,11.124,24.455,13.33,12.711,0.2479,0
AGB-01,1077.0,37.57,2.1176,0.3395,0.68,2480.5,6.6737,0.2381,2.24,0,0,0.1298,0.3411,11.135,24.477,13.343,10.5369,0.2651,0
AGB-01,1078.0,32.85,2.1458,0.3295,1.069,2590.4,8.0207,0.1404,2.16,1,0,0.0614,0.3172,11.145,24.5,13.355,13.2639,0.1798,0
AGB-01,1079.0,25.3,2.1209,0.3105,0.54,2618.5,7.7111,0.1954,2.3,0,0,0.0398,0.34,11.155,24.523,13.368,12.6093,0.2267,0
AGB-01,1080.0,34.1,2.1132,0.3204,0.362,2600.0,7.5041,0.191,2.59,0,0,0.104,0.3223,11.166,24.546,13.38,12.1823,0.237,0
AGB-01,1081.0,29.01,2.1062,0.3094,0.543,2632.1,7.5209,0.2268,2.83,0,0,0.0975,0.3253,11.176,24.568,13.392,12.2178,0.2474,0
AGB-01,1082.0,33.07,2.1376,0.3364,0.357,2692.2,7.8634,0.2295,2.67,0,0,0.0972,0.3181,11.186,24.591,13.405,12.933,0.2491,0
AGB-01,1083.0,36.41,2.1752,0.2885,0.54,2768.6,8.4201,0.2385,3.62,0,0,0.1163,0.2961,11.197,24.614,13.417,14.1461,0.24,0
AGB-01,1084.0,24.86,2.1009,0.3172,0.359,2661.5,7.6714,0.2248,2.57,1,0,0.0646,0.3326,11.207,24.637,13.43,12.5329,0.2442,0
AGB-01,1085.0,48.88,2.0876,0.3333,0.497,2277.7,4.9274,0.2899,2.22,0,1,0.2786,0.3414,11.217,24.659,13.442,7.3993,0.3266,0
AGB-01,1086.0,37.3,2.0936,0.347,0.626,2257.6,5.3161,0.268,2.24,0,1,0.2387,0.3417,11.228,24.682,13.454,8.0691,0.2935,0
AGB-01,1087.0,39.86,2.1275,0.3176,0.535,2470.3,6.1599,0.269,2.64,0,1,0.2211,0.3266,11.238,24.705,13.467,9.5822,0.3023,0
AGB-01,1088.0,48.78,2.0723,0.3316,0.3,2471.7,5.1693,0.336,2.04,0,1,0.2712,0.3384,11.248,24.727,13.479,7.8167,0.3521,0
AGB-01,1089.0,44.0,2.0361,0.3943,0.3,1895.5,3.5414,0.2993,1.35,0,1,0.2888,0.3788,11.259,24.75,13.492,5.1374,0.3185,0
AGB-01,1090.0,47.57,2.1317,0.3189,0.669,2433.2,5.9926,0.2625,2.72,1,1,0.25,0.3209,11.269,24.773,13.504,9.28,0.3036,0
AGB-01,1091.0,47.12,2.1103,0.3479,0.3,2283.7,5.2432,0.2859,2.32,0,1,0.2673,0.3358,11.279,24.796,13.516,7.9488,0.3096,0
AGB-01,1092.0,44.54,2.1067,0.3273,0.66,2295.1,5.7782,0.2163,2.58,0,1,0.2281,0.3299,11.29,24.818,13.529,8.8953,0.2693,0
AGB-01,1093.0,46.33,2.0724,0.3879,0.509,2022.2,4.0395,0.2769,1.8,0,1,0.2989,0.3602,11.3,24.841,13.541,5.9357,0.3193,0
AGB-01,1094.0,48.83,2.0727,0.3555,0.418,2235.8,5.0539,0.2781,2.17,0,1,0.2649,0.3394,11.31,24.864,13.553,7.6261,0.3033,0
AGB-01,1095.0,55.16,2.0972,0.3763,0.325,2082.8,3.9574,0.3204,2.03,0,1,0.349,0.3473,11.321,24.887,13.566,5.8052,0.3444,0
AGB-01,1096.0,46.82,2.1316,0.334,0.717,2506.9,6.4014,0.2816,3.19,0,1,0.2432,0.3106,11.331,24.909,13.578,10.0489,0.2965,0
AGB-01,1097.0,52.26,2.0887,0.3504,0.462,2156.7,4.8484,0.2749,1.98,0,1,0.2801,0.3403,11.341,24.932,13.591,7.2802,0.2968,0
AGB-01,1098.0,36.54,2.1104,0.3084,0.35,2573.5,7.2048,0.2341,2.81,0,0,0.1227,0.3259,11.352,24.955,13.603,11.6141,0.2515,0
AGB-01,1099.0,30.27,2.1817,0.2568,0.493,3082.3,9.5668,0.2356,3.75,0,0,0.0442,0.2927,11.362,24.977,13.615,16.9596,0.2595,0
AGB-01,1100.0,24.98,2.1615,0.2568,0.439,2945.7,9.3729,0.1811,3.36,0,0,0.0359,0.2933,11.372,25.0,13.628,16.4695,0.2183,0
AGB-01,1101.0,28.39,2.1768,0.286,0.708,2935.2,9.4312,0.1887,3.2,0,0,0.02,0.2978,11.383,25.023,13.64,16.6228,0.2116,0
AGB-01,1102.0,21.48,2.1212,0.2942,0.425,2888.9,9.0572,0.2137,3.48,0,0,0.0352,0.2984,11.393,25.046,13.653,15.6982,0.2113,0
AGB-01,1103.0,38.03,2.1505,0.3072,0.4,2561.0,7.6739,0.1855,2.96,0,0,0.1207,0.3095,11.403,25.068,13.665,12.5916,0.2063,0
AGB-01,1104.0,31.72,2.1538,0.2837,0.6,2699.2,8.2963,0.1857,3.6,0,0,0.0779,0.3081,11.414,25.091,13.677,13.9391,0.2101,0
AGB-01,1105.0,33.93,2.1048,0.3091,0.329,2616.1,7.3282,0.2517,2.52,0,0,0.11,0.3272,11.424,25.114,13.69,11.8841,0.2553,0
AGB-01,1106.0,34.17,2.1188,0.3379,0.537,2688.0,7.4238,0.2517,2.48,0,0,0.1197,0.3246,11.434,25.137,13.702,12.0823,0.2762,0
AGB-01,1107.0,34.23,2.0982,0.3502,0.331,2382.3,6.1583,0.2371,1.9,1,0,0.1729,0.3387,11.445,25.159,13.715,9.6198,0.2656,0
AGB-01,1108.0,35.86,2.165,0.2979,0.502,2931.1,8.5004,0.2357,2.48,0,0,0.102,0.3048,11.455,25.182,13.727,14.4145,0.2839,0
AGB-01,1109.0,36.36,2.1017,0.3406,0.47,2589.4,6.5713,0.2779,2.39,0,0,0.1563,0.3375,11.465,25.205,13.739,10.4022,0.3022,0
AGB-01,1110.0,28.87,2.105,0.3009,0.322,2779.3,7.8936,0.2346,2.59,0,0,0.069,0.3279,11.476,25.227,13.752,13.0799,0.2676,0
AGB-01,1111.0,33.21,2.1381,0.3102,0.35,2728.9,7.9199,0.2301,2.73,0,0,0.0971,0.3174,11.486,25.25,13.764,13.1392,0.2551,0
AGB-01,1112.0,33.34,2.1999,0.2813,0.586,2818.6,9.0503,0.1946,4.28,0,0,0.0902,0.2828,11.496,25.273,13.776,15.7255,0.2002,0
AGB-01,1113.0,25.85,2.1462,0.3213,0.728,2819.0,8.2004,0.2513,3.09,0,0,0.0842,0.3163,11.507,25.296,13.789,13.7572,0.2663,0
AGB-01,1114.0,89.67,2.0381,0.4477,0.572,1450.0,1.2608,0.3883,1.61,0,3,0.824,0.3735,11.517,25.318,13.801,1.746,0.416,0
AGB-01,1115.0,101.29,1.9836,0.4795,1.155,1450.0,1.2277,0.3822,1.06,0,3,0.8809,0.4215,11.527,25.341,13.814,1.6993,0.416,0
AGB-01,1116.0,85.52,2.0139,0.4953,0.629,1450.0,1.2459,0.3863,1.39,0,3,0.8033,0.4054,11.538,25.364,13.826,1.7252,0.416,0
AGB-01,1117.0,101.65,1.9982,0.4836,0.536,1450.0,1.2363,0.403,1.13,0,3,0.8897,0.4195,11.548,25.387,13.838,1.7118,0.416,0
AGB-01,1118.0,89.61,2.0135,0.4721,0.627,1450.0,1.2454,0.3704,1.76,0,3,0.7905,0.4,11.558,25.409,13.851,1.7249,0.416,0
AGB-01,1119.0,98.72,1.9509,0.4941,0.622,1450.0,1.2075,0.3801,1.26,0,3,0.9018,0.4335,11.569,25.432,13.863,1.6713,0.416,0
AGB-01,1120.0,88.83,2.0357,0.4508,0.724,1450.0,1.2585,0.3944,1.47,0,3,0.7932,0.3981,11.579,25.455,13.876,1.7439,0.416,0
AGB-01,1121.0,88.99,1.991,0.4803,0.542,1450.0,1.2315,0.3709,1.36,0,3,0.8206,0.402,11.589,25.477,13.888,1.7056,0.416,0
AGB-01,1122.0,90.47,2.078,0.4347,0.679,1450.0,1.2838,0.3904,1.84,0,3,0.7968,0.3624,11.6,25.5,13.9,1.7802,0.416,0
AGB-01,1123.0,93.26,2.0095,0.4645,0.949,1450.0,1.2425,0.3788,1.29,0,3,0.8663,0.3968,11.61,25.523,13.913,1.7215,0.416,0
AGB-01,1124.0,98.35,2.0081,0.4798,1.018,1450.0,1.2416,0.3961,1.45,0,3,0.8824,0.4107,11.62,25.546,13.925,1.7203,0.416,0
AGB-01,1125.0,87.92,2.054,0.4291,0.931,1450.0,1.2692,0.369,1.53,0,3,0.7866,0.3719,11.631,25.568,13.938,1.7595,0.416,0
AGB-01,1126.0,98.86,1.9447,0.5,1.322,1450.0,1.2033,0.3659,1.01,0,3,0.9284,0.4534,11.641,25.591,13.95,1.6659,0.416,0
AGB-01,1127.0,92.95,2.0011,0.4638,0.69,1450.0,1.2373,0.3858,1.41,0,3,0.8439,0.391,11.652,25.614,13.962,1.7143,0.416,0
AGB-01,1128.0,96.89,1.995,0.4797,0.3,1450.0,1.2336,0.3762,1.35,0,3,0.8975,0.4157,11.662,25.637,13.975,1.7091,0.416,0
AGB-01,1129.0,98.64,1.9307,0.5,1.15,1450.0,1.1947,0.3886,1.05,0,3,0.98,0.4492,11.672,25.659,13.987,1.6539,0.416,0
AGB-01,1130.0,98.45,2.0336,0.452,0.758,1450.0,1.2569,0.3761,1.52,0,3,0.8897,0.3889,11.683,25.682,13.999,1.7421,0.416,0
AGB-01,1131.0,89.22,1.9705,0.4926,0.574,1450.0,1.2188,0.3936,1.25,0,3,0.8033,0.4169,11.693,25.705,14.012,1.6881,0.416,0
AGB-01,1132.0,94.53,1.9893,0.464,0.656,1450.0,1.2302,0.3896,1.42,0,3,0.8587,0.4025,11.703,25.727,14.024,1.7042,0.416,0
AGB-01,1133.0,102.24,1.9654,0.4711,1.478,1450.0,1.2157,0.371,1.29,0,3,0.9062,0.4096,11.714,25.75,14.037,1.6837,0.416,0
AGB-01,1134.0,94.92,1.9443,0.5,0.727,1450.0,1.203,0.3835,1.28,0,3,0.8604,0.4361,11.724,25.773,14.049,1.6656,0.416,0
AGB-01,1135.0,95.42,2.0042,0.4758,1.041,1450.0,1.2392,0.3843,1.22,0,3,0.904,0.3919,11.734,25.796,14.061,1.7169,0.416,0
AGB-01,1136.0,92.04,1.9997,0.4865,0.785,1450.0,1.2365,0.3944,1.27,0,3,0.8713,0.4085,11.745,25.818,14.074,1.7131,0.416,0
AGB-01,1137.0,100.23,2.0558,0.4521,0.725,1450.0,1.2704,0.3883,1.9,0,3,0.914,0.3792,11.755,25.841,14.086,1.7611,0.416,0
AGB-01,1138.0,94.46,2.0624,0.4582,1.066,1450.0,1.2744,0.3621,1.81,0,3,0.9019,0.3791,11.765,25.864,14.099,1.7668,0.416,0
AGB-01,1139.0,93.58,2.0344,0.4446,0.399,1450.0,1.2576,0.3819,1.54,0,3,0.8004,0.3816,11.776,25.887,14.111,1.7428,0.416,0
AGB-01,1140.0,93.09,2.0161,0.4819,0.591,1450.0,1.2466,0.3848,1.64,0,3,0.9017,0.3959,11.786,25.909,14.123,1.7271,0.416,0
AGB-01,1141.0,95.92,2.0063,0.4689,0.608,1450.0,1.2408,0.3854,1.27,0,3,0.8402,0.4003,11.796,25.932,14.136,1.7188,0.416,0
AGB-01,1142.0,93.12,2.086,0.4135,1.533,1450.0,1.2888,0.3722,1.76,0,3,0.8862,0.3539,11.807,25.955,14.148,1.787,0.416,0
AGB-01,1143.0,88.08,1.9463,0.4963,1.227,1450.0,1.2047,0.3878,1.18,0,3,0.8241,0.4263,11.817,25.977,14.161,1.6674,0.416,0
AGB-01,1144.0,84.05,2.0214,0.445,0.64,1450.0,1.25,0.3832,1.29,0,3,0.7846,0.4039,11.827,26.0,14.173,1.7316,0.416,0
AGB-01,1145.0,93.16,2.0176,0.4681,0.913,1450.0,1.2478,0.379,1.53,0,3,0.8286,0.3959,11.838,26.023,14.185,1.7284,0.416,0
AGB-01,1146.0,98.47,2.0191,0.4785,0.437,1450.0,1.2487,0.3841,1.55,0,3,0.916,0.3907,11.848,26.046,14.198,1.7297,0.416,0
AGB-01,1147.0,90.62,1.9933,0.4754,0.609,1450.0,1.2332,0.4063,1.27,0,3,0.7943,0.4069,11.858,26.068,14.21,1.7076,0.416,0
AGB-01,1148.0,88.11,2.0054,0.4481,0.542,1450.0,1.2406,0.3734,1.39,0,3,0.7555,0.4002,11.869,26.091,14.222,1.718,0.416,0
AGB-01,1149.0,93.25,1.9896,0.4783,0.547,1450.0,1.2311,0.3823,1.43,0,3,0.8218,0.4127,11.879,26.114,14.235,1.7044,0.416,0
AGB-01,1150.0,94.23,1.9541,0.5,0.496,1450.0,1.2097,0.3814,0.98,0,3,0.8651,0.4393,11.889,26.137,14.247,1.674,0.416,0
AGB-01,1151.0,96.71,2.0858,0.4527,0.762,1450.0,1.2891,0.3752,1.57,0,3,0.8644,0.3789,11.9,26.159,14.26,1.7868,0.416,0
AGB-01,1152.0,96.79,2.0155,0.4792,0.893,1450.0,1.2468,0.3927,1.47,0,3,0.9375,0.4071,11.91,26.182,14.272,1.7266,0.416,0
AGB-01,1153.0,94.86,2.0595,0.4172,0.578,1450.0,1.2734,0.4002,1.64,0,3,0.8482,0.3642,11.92,26.205,14.284,1.7643,0.416,0
AGB-01,1154.0,94.76,1.9959,0.4713,0.597,1450.0,1.235,0.3981,1.21,0,3,0.8439,0.4235,11.931,26.227,14.297,1.7098,0.416,0
AGB-01,1155.0,90.0,2.0529,0.4623,1.244,1450.0,1.2694,0.3782,1.43,0,3,0.832,0.4005,11.941,26.25,14.309,1.7587,0.416,0
AGB-01,1156.0,99.15,1.9934,0.4767,0.372,1450.0,1.2336,0.3709,1.04,0,3,0.909,0.4168,11.951,26.273,14.322,1.7077,0.416,0
AGB-01,1157.0,88.37,2.0509,0.4391,0.643,1450.0,1.2683,0.3907,2.05,0,3,0.8035,0.3738,11.962,26.296,14.334,1.7569,0.416,0
AGB-01,1158.0,87.91,2.0051,0.4953,0.556,1450.0,1.2406,0.3656,1.29,0,3,0.8703,0.3925,11.972,26.318,14.346,1.7177,0.416,0
AGB-01,1159.0,99.55,1.9829,0.4653,0.476,1450.0,1.2273,0.3801,1.33,0,3,0.8966,0.4137,11.982,26.341,14.359,1.6987,0.416,0
AGB-01,1160.0,95.92,2.0112,0.4841,0.659,1450.0,1.2443,0.3802,1.2,0,3,0.8486,0.4176,11.993,26.364,14.371,1.7229,0.416,0
AGB-01,1161.0,90.03,2.0214,0.4731,1.148,1450.0,1.2504,0.3916,1.44,0,3,0.8995,0.4046,12.003,26.387,14.384,1.7316,0.416,0
